Id,Gender,Country Code,Country,Living Zone,Age,Age Group,Children,Education Level,Full Time Job,Job Title,Job Code,Qs_Awareness,Qs_Vote,Qs_Effect,Qs_Arguments For,Qs_Arguments Against,Quantity
a7719d60-dbfd-0133-291c,Male,GB,United Kingdom,Urban,42 years old,40_65,Yes,Medium,Yes,Data Officer,775190277a849cba701b306a7b374c0a,I have never heard of it,I would vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,It increases dependence on the state,1
babbac10-d99d-0133-93ed,Female,GB,United Kingdom,Urban,48 years old,40_65,Yes,Medium,Yes,Databases Software Consultant,73d251075a710326ae436d9819246377,I understand it fully,I would vote against it,None of the above,None of the above,Foreigners might come to my country and take advantage of the benefit,1
089d4710-d8cc-0133-6062,Male,GB,United Kingdom,Non-Rural,1991,0_13,No,No,No,,,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,1
911b57e0-d906-0133-ce90,Male,GB,United Kingdom,Non-Rural,41 years old,40_65,Yes,Low,No,,,I know something about it,I would probably vote for it,Gain additional skills,None of the above,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,1
44db9eb0-dae3-0133-32f1,Male,GB,United Kingdom,Non-Rural,1991,0_13,No,Low,No,,,I understand it fully,I would vote for it,Stop working,It increases appreciation for household work and volunteering,It increases dependence on the state,1
faffc7a0-dc33-0133-6de2,Male,GB,United Kingdom,Non-Rural,1997,14_25,No,High,No,,,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | Only the people who need it most should get something from the state | It increases dependence on the state,1
4842b120-d9bd-0133-bb1f,Male,GB,United Kingdom,Non-Rural,1997,14_25,No,Medium,Yes,Database Security Expert,e605336f5a43949cb6b18054fd1937f1,I have heard just a little about it,I would probably vote against it,Gain additional skills,It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering,It is against the principle of linking merit and reward | Only the people who need it most should get something from the state,1
912ba050-da26-0133-6aff,Female,GB,United Kingdom,Urban,1998,14_25,No,High,Yes,Electronic Data Processing Auditor (EDP Auditor),90c5430dbc810aec8695af2f1f4c42e8,I understand it fully,I would vote for it,Gain additional skills,It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state,1
44ef3010-dd6e-0133-fbfa,Male,GB,United Kingdom,City,44 years old,40_65,Yes,Low,Yes,Data Security Analyst,a003702c0cea282e17967772dd83de5e,I know something about it,I would not vote,Look for a different job,None of the above,It might encourage people to stop working,1
ade3ddd0-dcb4-0133-827d,Female,GB,United Kingdom,City,1997,14_25,No,Medium,No,,,I understand it fully,I would probably vote for it,Spend more time with my family,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",None of the above,1
745b2d60-dcca-0133-2280,Male,GB,United Kingdom,Urban,35 years old,26_39,No,Medium,Yes,Geographic Information Systems Data Administrator (GIS Data Administrator),a12a16280e22220f9354333f6fe1b22a,I have heard just a little about it,I would vote against it,Stop working,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It might encourage people to stop working | It increases dependence on the state | It is against the principle of linking merit and reward | It is impossible to finance,1
2695c8b0-d98f-0133-f4c9,Female,GB,United Kingdom,Country,53 years old,40_65,Yes,Low,No,,,I know something about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,Foreigners might come to my country and take advantage of the benefit,1
f52e5d40-dd60-0133-e5c5,Male,GB,United Kingdom,Rural,44 years old,40_65,Yes,High,Yes,Data Processing Auditor,cc2b26cc436bea36bda3bdd7367c411a,I know something about it,I would probably vote for it,Work as a freelancer,"It increases solidarity, because it is funded by everyone",It increases dependence on the state | It is impossible to finance,1
2cf97210-dc84-0133-edad,Male,GB,United Kingdom,Urban,35 years old,26_39,No,Medium,Yes,LiDAR Data Analyst,65b92572bca68ff9c49c930749fa348c,I understand it fully,I would probably vote for it,Do more volunteering work,It reduces bureaucracy and administrative expenses | It reduces anxiety about financing basic needs | It creates more equality of opportunity | It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It is against the principle of linking merit and reward | Only the people who need it most should get something from the state | It increases dependence on the state,1
3ab7fd30-d8f8-0133-b49c,Female,GB,United Kingdom,Rural,1987,26_39,Yes,Medium,No,,,I have never heard of it,I would not vote,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | Only the people who need it most should get something from the state,1
c45c0970-dca6-0133-b998,Male,GB,United Kingdom,Non-Rural,31 years old,26_39,No,High,Yes,Computer or Data Processing Systems Consultant,fcaf4aac737e53ad24b9f32f08b8740f,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It increases dependence on the state | It might encourage people to stop working,1
38734640-dd8f-0133-b4ca,Female,GB,United Kingdom,CountrySide,45 years old,40_65,No,Low,Yes,Data Entry Operator,bdf4dcd92089bc17345de83f4d06090f,I know something about it,I would vote against it,A basic income would not affect my work choices,None of the above,It increases dependence on the state | It is against the principle of linking merit and reward | It might encourage people to stop working | It is impossible to finance,1
0d0b0920-dbce-0133-fbb8,Male,GB,United Kingdom,Urban,47 years old,40_65,Yes,High,Yes,Medical Data Analyst,7acaed29536648e45ea2b82d45047fcf,I know something about it,I would probably vote for it,Spend more time with my family,"It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state,1
ff8f4330-d991-0133-6183,Female,GB,United Kingdom,Urban,51 years old,40_65,No,High,Yes,Clinical Data Management Associate Director,1295a187473fd2f53427769fc7a4c02e,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,"It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone",It is impossible to finance,1
a48b90c0-dbd3-0133-de78,Female,GB,United Kingdom,Urban,35 years old,26_39,Yes,Low,No,,,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,1
f3abb550-dcd7-0133-df3b,Female,GB,United Kingdom,Rural,31 years old,26_39,No,High,Yes,Data Compiler,ac2588d5d7676a49bdcd038e4a0a0ec5,I have never heard of it,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It increases dependence on the state | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward | It is impossible to finance | It might encourage people to stop working,1
1627d9d0-dc5c-0133-a8c0,Male,GB,United Kingdom,Urban,43 years old,40_65,Yes,High,Yes,Data Officer,775190277a849cba701b306a7b374c0a,I have never heard of it,I would probably vote for it,Spend more time with my family,"It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit,1
feaa2400-dc8f-0133-5125,Male,GB,United Kingdom,Urban,34 years old,26_39,Yes,High,Yes,Data Warehouse Developer,847165cfda6b1dc82ae22b967da8af2f,I know something about it,I would probably vote for it,Spend more time with my family,It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It is impossible to finance | It increases dependence on the state,1
1ce0f8e0-dcdd-0133-3fb6,Female,GB,United Kingdom,Country,52 years old,40_65,Yes,,Yes,Data Processing Manager,ac47656fd51c2cd8037057262c910dc4,I know something about it,I would probably vote for it,Gain additional skills,It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state,1
09297330-d957-0133-8d14,Male,GB,United Kingdom,CountrySide,48 years old,40_65,Yes,,Yes,Data Warehouse Developer,847165cfda6b1dc82ae22b967da8af2f,I know something about it,I would vote against it,Look for a different job,None of the above,Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | It is impossible to finance | It might encourage people to stop working,1
311457a0-dbd2-0133-f1c8,Male,GB,United Kingdom,City,31 years old,26_39,Yes,High,Yes,Database Architect,c1b670eba9ccb65e7c99f7da116d5b9c,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It creates more equality of opportunity,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state | It is against the principle of linking merit and reward,1
3b1ca460-d8d7-0133-1c34,Male,GB,United Kingdom,Rural,1997,14_25,No,Low,Yes,Data Security Analyst,a003702c0cea282e17967772dd83de5e,I understand it fully,I would not vote,None of the above,None of the above,None of the above,1
d47cab20-dd38-0133-0b06,Male,GB,United Kingdom,Rural,40 years old,40_65,Yes,Medium,Yes,Data Storage Specialist,1a281bf4bd1fe9b2a6e464e508bea167,I understand it fully,I would vote for it,Work less,"It increases solidarity, because it is funded by everyone",It increases dependence on the state,1
524189a0-d9c5-0133-2b33,Male,GB,United Kingdom,Urban,1997,14_25,No,Medium,Yes,Crime Data Specialist,2ee80cf30e2483dfe0947adc0428f8c5,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,1
eb7a94a0-d9ae-0133-2eec,Male,GB,United Kingdom,Rural,43 years old,40_65,No,,No,,,I know something about it,I would vote for it,None of the above,"It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering",It is impossible to finance | Foreigners might come to my country and take advantage of the benefit,1
fbac6e90-d8f0-0133-148e,Female,GB,United Kingdom,Country,1988,26_39,Yes,Medium,No,,,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,1
5895b0a0-dce3-0133-d2e3,Female,GB,United Kingdom,City,34 years old,26_39,No,Medium,No,,,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,1
f87d3ad0-d9c9-0133-0840,Female,GB,United Kingdom,Urban,31 years old,26_39,Yes,Medium,No,,,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,1
0c927600-df71-0133-ee90,Female,GB,United Kingdom,City,44 years old,40_65,No,High,Yes,Database Modeler,45033f83b6e0309eca9bcd76917f15d0,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It increases dependence on the state | It is against the principle of linking merit and reward | It might encourage people to stop working,1
6ec1c530-dcc0-0133-4fa7,Female,GB,United Kingdom,Urban,35 years old,26_39,No,High,Yes,Internet Database Specialist,970eb38c7b3eb080466052ea994af189,I know something about it,I would probably vote for it,Look for a different job,It reduces bureaucracy and administrative expenses | It reduces anxiety about financing basic needs,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It is against the principle of linking merit and reward | It increases dependence on the state | Only the people who need it most should get something from the state,1
89a79950-dcc1-0133-55fc,Male,GB,United Kingdom,Urban,45 years old,40_65,No,Medium,Yes,Data Modeling Specialist,2173ff3afd8d28192f7cf119af201940,I understand it fully,I would vote against it,Gain additional skills,None of the above,It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | It increases dependence on the state | Only the people who need it most should get something from the state | It might encourage people to stop working,1
e6980b50-dcc6-0133-e683,Male,GB,United Kingdom,Country,1998,14_25,No,Medium,No,,,I have never heard of it,I would probably vote against it,None of the above,None of the above,None of the above,1
65da86a0-dce1-0133-cac4,Male,GB,United Kingdom,Rural,31 years old,26_39,No,Low,No,,,I have heard just a little about it,I would not vote,None of the above,It increases appreciation for household work and volunteering,None of the above,1
34e56260-dbb6-0133-4b19,Male,GB,United Kingdom,City,52 years old,40_65,Yes,Medium,Yes,Automatic Data Processing Systems Security Specialist (ADP Systems Security),76385cb24e831b3364279b9de5641d8f,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,1
0393c980-d8f9-0133-b5ff,Male,GB,United Kingdom,Rural,48 years old,40_65,Yes,High,Yes,Database Architect,c1b670eba9ccb65e7c99f7da116d5b9c,I know something about it,I would vote against it,Stop working,None of the above,It is impossible to finance,1
aecc1720-dc01-0133-7d97,Male,GB,United Kingdom,City,64 years old,40_65,Yes,Medium,No,,,I know something about it,I would probably vote against it,Work less,None of the above,It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It is against the principle of linking merit and reward | It might encourage people to stop working | Only the people who need it most should get something from the state,1
fbfb8320-dbcf-0133-e8f8,Male,GB,United Kingdom,Non-Rural,54 years old,40_65,Yes,High,Yes,Marketing Database Analyst,02e4c028f64f176de2f54bbc2f5403ce,I know something about it,I would probably vote for it,A basic income would not affect my work choices,None of the above,It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It increases dependence on the state | It is against the principle of linking merit and reward,1
039b4820-d9a8-0133-5d44,Female,GB,United Kingdom,City,1997,14_25,No,High,No,,,I have never heard of it,I would probably vote against it,Gain additional skills,It reduces bureaucracy and administrative expenses,None of the above,1
d4f1ccd0-d976-0133-08bb,Female,GB,United Kingdom,Urban,2001,0_13,No,Low,No,,,I have heard just a little about it,I would probably vote against it,Gain additional skills,It reduces bureaucracy and administrative expenses,It is against the principle of linking merit and reward,1
78d4ba70-da81-0133-3852,Female,GB,United Kingdom,Urban,59 years old,40_65,Yes,High,Yes,Computer or Data Processing Systems Consultant,fcaf4aac737e53ad24b9f32f08b8740f,I understand it fully,I would vote for it,Stop working,None of the above,None of the above,1
35609530-de3d-0133-6082,Female,GB,United Kingdom,Rural,43 years old,40_65,Yes,High,No,,,I understand it fully,I would vote for it,Gain additional skills,It creates more equality of opportunity,It increases dependence on the state,1
591bb5f0-dbbf-0133-7b85,Male,GB,United Kingdom,City,43 years old,40_65,No,Medium,Yes,Data Systems Manager,800b621aab5dac18f4caef621fa43a49,I have never heard of it,I would not vote,A basic income would not affect my work choices,None of the above,None of the above,1
2dea5460-d8ff-0133-c146,Female,GB,United Kingdom,Country,53 years old,40_65,Yes,Low,Yes,Data Reduction Technician,004431b0c1ce29ff6145307fa23f3f98,I know something about it,I would vote for it,Gain additional skills,None of the above,None of the above,1
27fb2d70-d8d4-0133-61d4,Male,GB,United Kingdom,Non-Rural,43 years old,40_65,No,Low,No,,,I know something about it,I would not vote,Look for a different job,It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state,1
1d761820-da4d-0133-f147,Male,GB,United Kingdom,Urban,50 years old,40_65,Yes,High,Yes,Data Communications Software Consultant,897ef18a9321616495831a4b4b0c1bb2,I know something about it,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It is impossible to finance | It is against the principle of linking merit and reward,1
d851aa60-dc84-0133-ef54,Female,GB,United Kingdom,Country,59 years old,40_65,No,High,No,,,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,None of the above,None of the above,1
6f114d30-da49-0133-2a5a,Male,GB,United Kingdom,Urban,45 years old,40_65,No,Low,Yes,"Engineer, System Electronic Data Processing (Engineer, System EDP)",a2a9fbe67b4aa2b551ba0f3adac90a99,I have heard just a little about it,I would probably vote against it,Work less,It encourages financial independence and self-responsibility | It creates more equality of opportunity | It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It might encourage people to stop working | It increases dependence on the state | Only the people who need it most should get something from the state,1
c59d83b0-dbf7-0133-735c,Female,GB,United Kingdom,Urban,59 years old,40_65,No,Medium,Yes,Data Administrator,141ddda0f613da65a280521247de0e9f,I know something about it,I would probably vote for it,Gain additional skills,It reduces anxiety about financing basic needs,It is against the principle of linking merit and reward | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state,1
9b8d2780-dd92-0133-438d,Male,GB,United Kingdom,Rural,40 years old,40_65,No,High,No,,,I know something about it,I would not vote,Do more volunteering work,It reduces anxiety about financing basic needs,It is against the principle of linking merit and reward,1
2832c890-dd41-0133-24e1,Female,GB,United Kingdom,City,51 years old,40_65,Yes,Low,Yes,Database Consultant,e55556364d2096578fd153e9800e826f,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state | It might encourage people to stop working,1
52f35090-da77-0133-793a,Male,GB,United Kingdom,Rural,31 years old,26_39,Yes,High,Yes,Databases Computer Consultant,ec3d88b2fd083b870b8c5a603898ed39,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working | It is against the principle of linking merit and reward,1
704abbc0-dc01-0133-7cc4,Female,GB,United Kingdom,City,58 years old,40_65,Yes,Medium,Yes,Database Security Expert,e605336f5a43949cb6b18054fd1937f1,I know something about it,I would probably vote for it,Gain additional skills,It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state,1
63313730-db49-0133-4fe6,Male,GB,United Kingdom,Rural,52 years old,40_65,Yes,Low,Yes,Data Communications Software Consultant,897ef18a9321616495831a4b4b0c1bb2,I have heard just a little about it,I would not vote,Look for a different job,None of the above,Foreigners might come to my country and take advantage of the benefit,1
e0348fb0-d9b8-0133-d8d2,Male,GB,United Kingdom,Urban,43 years old,40_65,No,,No,,,I know something about it,I would not vote,A basic income would not affect my work choices,None of the above,None of the above,1
b967ca50-d9c8-0133-049e,Female,GB,United Kingdom,Rural,42 years old,40_65,Yes,High,No,,,I have heard just a little about it,I would probably vote for it,Work less,It encourages financial independence and self-responsibility | It creates more equality of opportunity,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,1
4517b4c0-d926-0133-333b,Male,GB,United Kingdom,CountrySide,1993,0_13,Yes,Low,No,,,I know something about it,I would vote against it,Look for a different job,It reduces bureaucracy and administrative expenses,Foreigners might come to my country and take advantage of the benefit,1
8be53a20-d902-0133-c7d8,Female,GB,United Kingdom,Non-Rural,44 years old,40_65,Yes,Medium,No,,,I understand it fully,I would vote against it,Stop working,"It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone | It creates more equality of opportunity | It reduces anxiety about financing basic needs",It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state | It is impossible to finance | Only the people who need it most should get something from the state | It might encourage people to stop working,1
c24e39e0-dbb5-0133-4992,Male,GB,United Kingdom,City,45 years old,40_65,Yes,Low,Yes,Data Warehousing Engineer,36675c937946c8a4fc5de7d0b4c850de,I have heard just a little about it,I would probably vote for it,Spend more time with my family,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,1
fc8bcef0-db14-0133-f2ad,Male,GB,United Kingdom,Urban,40 years old,40_65,No,High,Yes,Database Specialist,679fb7003e0aedc14891fcd15dd846c5,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,1
ec7ea660-d9aa-0133-cb3f,Female,GB,United Kingdom,Rural,1988,26_39,Yes,Medium,No,,,I have heard just a little about it,I would vote for it,Gain additional skills,It reduces anxiety about financing basic needs,It might encourage people to stop working | It is impossible to finance,1
35d8c530-da33-0133-a961,Female,GB,United Kingdom,Country,46 years old,40_65,Yes,High,Yes,Data Administrator,141ddda0f613da65a280521247de0e9f,I know something about it,I would probably vote for it,Spend more time with my family,It encourages financial independence and self-responsibility,It is impossible to finance,1
cc24f1a0-d8f9-0133-b743,Male,GB,United Kingdom,Urban,45 years old,40_65,Yes,Medium,No,,,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It might encourage people to stop working | It increases dependence on the state,1
9be2ad10-d9a6-0133-571a,Female,GB,United Kingdom,Country,41 years old,40_65,Yes,Medium,Yes,Data Officer,775190277a849cba701b306a7b374c0a,I have heard just a little about it,I would vote for it,Gain additional skills,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit,1
1e189500-db22-0133-10df,Male,GB,United Kingdom,Urban,46 years old,40_65,Yes,Low,Yes,Field Artillery Automated Tactical Data System Specialist,3ddea1b52e520996e4ec9fb70dc8b86b,I understand it fully,I would probably vote for it,Spend more time with my family,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,1
5333c200-db0e-0133-831a,Male,GB,United Kingdom,Urban,60 years old,40_65,No,Low,No,,,I know something about it,I would vote for it,Gain additional skills,It creates more equality of opportunity,Only the people who need it most should get something from the state,1
a9364e30-dcf5-0133-fc91,Male,GB,United Kingdom,Urban,59 years old,40_65,No,High,Yes,Data Processing Systems Analyst,e7b3e1c6a32c7247cd4857e4c3574165,I understand it fully,I would probably vote for it,Do more volunteering work,It encourages financial independence and self-responsibility,None of the above,1
628eb880-db57-0133-f984,Male,GB,United Kingdom,City,36 years old,26_39,Yes,High,No,,,I know something about it,I would not vote,None of the above,None of the above,None of the above,1
9c06bad0-dd82-0133-cdda,Male,GB,United Kingdom,CountrySide,61 years old,40_65,No,Low,Yes,Data Warehouse Specialist,781f5d3a80812531fdc81125a527a626,I understand it fully,I would probably vote for it,Gain additional skills,None of the above,None of the above,1
043c1330-da66-0133-a63a,Male,GB,United Kingdom,Non-Rural,1992,0_13,Yes,High,Yes,Data Warehousing Manager,d06dfb43c95b585a89ae556c9221b573,I have heard just a little about it,I would probably vote for it,Stop working,It encourages financial independence and self-responsibility,It might encourage people to stop working,1
cc7d15b0-d9d5-0133-d44f,Female,GB,United Kingdom,Urban,2001,0_13,No,Low,No,,,I have never heard of it,I would vote for it,Work less,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility",It might encourage people to stop working | It is impossible to finance,1
fe2061e0-d8f0-0133-1497,Female,GB,United Kingdom,Non-Rural,1989,26_39,No,Medium,Yes,Head of Information Systems and Data Processing,3161063d378eecc4581c5cdee46a2a6c,I have heard just a little about it,I would probably vote for it,Work less,It creates more equality of opportunity | It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It is impossible to finance,1
e437f950-db5a-0133-d92f,Female,GB,United Kingdom,Urban,1989,26_39,No,High,No,,,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering",Only the people who need it most should get something from the state,1
83eccc50-db65-0133-3777,Female,GB,United Kingdom,City,1998,14_25,No,Low,No,,,I have heard just a little about it,I would vote for it,Gain additional skills,It encourages financial independence and self-responsibility | It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It is impossible to finance | It might encourage people to stop working,1
505a0c90-db03-0133-5a17,Male,GB,United Kingdom,Rural,2001,14_25,No,Medium,No,,,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,1
900fee20-db29-0133-c9f2,Male,GB,United Kingdom,CountrySide,33 years old,26_39,Yes,No,Yes,Data Processor,f1fb62e4c97f4f5cd5001877cb94379e,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,1
d601d0d0-db5f-0133-f6a6,Female,GB,United Kingdom,Rural,2002,14_25,No,,No,,,I have never heard of it,I would vote for it,Do more volunteering work,It encourages financial independence and self-responsibility,It might encourage people to stop working,1
5cca3b50-df38-0133-9680,Female,GB,United Kingdom,Non-Rural,51 years old,40_65,Yes,Low,No,,,I know something about it,I would probably vote for it,Spend more time with my family,"It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering | It increases solidarity, because it is funded by everyone | It creates more equality of opportunity | It encourages financial independence and self-responsibility | It reduces bureaucracy and administrative expenses",It increases dependence on the state | It might encourage people to stop working | It is against the principle of linking merit and reward | Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance,1
14eade20-db4a-0133-52c3,Female,GB,United Kingdom,City,1986,26_39,No,High,Yes,Data Officer,775190277a849cba701b306a7b374c0a,I understand it fully,I would probably vote for it,Look for a different job,None of the above,It might encourage people to stop working,1
c2ef6c50-d9a7-0133-5c21,Female,GB,United Kingdom,Urban,1997,14_25,No,Medium,No,,,I have never heard of it,I would probably vote for it,Gain additional skills,It reduces anxiety about financing basic needs,It might encourage people to stop working,1
aff00450-da6d-0133-3657,Male,GB,United Kingdom,Rural,1998,14_25,No,Low,No,,,I have heard just a little about it,I would vote for it,Work as a freelancer,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,1
70f9c030-dcb0-0133-a7b2,Male,GB,United Kingdom,Rural,50 years old,40_65,Yes,Low,Yes,Data Systems Manager,800b621aab5dac18f4caef621fa43a49,I understand it fully,I would not vote,Spend more time with my family,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,1
8cda35c0-dd44-0133-2e26,Female,GB,United Kingdom,Urban,1990,26_39,No,High,Yes,Data Warehouse Specialist,781f5d3a80812531fdc81125a527a626,I know something about it,I would probably vote for it,None of the above,It encourages financial independence and self-responsibility,It is against the principle of linking merit and reward | It is impossible to finance,1
019963d0-dcfa-0133-1fe3,Male,GB,United Kingdom,Urban,48 years old,40_65,No,Medium,Yes,Database Design Analyst,6408c0d7c7faa4ced47fbc8474698126,I understand it fully,I would vote for it,Work as a freelancer,It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses,None of the above,1
1ed0ae30-dd51-0133-8f6e,Male,GB,United Kingdom,Urban,31 years old,26_39,No,Medium,Yes,Data Systems Manager,800b621aab5dac18f4caef621fa43a49,I have never heard of it,I would vote for it,Spend more time with my family,It increases appreciation for household work and volunteering,Only the people who need it most should get something from the state,1
c3083ae0-dcb7-0133-7188,Female,GB,United Kingdom,Rural,1992,14_25,Yes,High,No,,,I understand it fully,I would vote against it,Stop working,None of the above,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It increases dependence on the state | Only the people who need it most should get something from the state | It might encourage people to stop working | It is against the principle of linking merit and reward,1
2f939d70-dc81-0133-e625,Male,GB,United Kingdom,Rural,59 years old,40_65,Yes,Low,Yes,Data Processing Mechanic,58eaf730050d2e23c7361fbb782e30a2,I know something about it,I would vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit,1
733b68b0-db9f-0133-9e7f,Male,GB,United Kingdom,City,51 years old,40_65,No,Low,No,,,I have never heard of it,I would probably vote against it,Spend more time with my family,It creates more equality of opportunity,It might encourage people to stop working,1
e6e1d140-dcbb-0133-18cb,Male,GB,United Kingdom,CountrySide,1995,14_25,No,No,No,,,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,1
73403dd0-dcd4-0133-3faa,Female,GB,United Kingdom,City,1987,26_39,No,High,Yes,Data Processing Auditor,cc2b26cc436bea36bda3bdd7367c411a,I know something about it,I would not vote,Spend more time with my family,It reduces anxiety about financing basic needs,It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward | It increases dependence on the state,1
e6e3c140-dcbf-0133-4c9e,Female,GB,United Kingdom,Rural,41 years old,40_65,Yes,High,Yes,Director of Data Operations,e2f68bf748aea2c7d2254550c0c92b23,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,Only the people who need it most should get something from the state | It is impossible to finance | It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | It is against the principle of linking merit and reward,1
